,PnL_Power price,PnL_H,PnL_XPR,PnL_Overall_withhedging,PnL_Overall_nohedging
2016-01-26,0.0,0.0,0.0,0.0,0.0
2016-01-27,-120.000000000001,106.17545152967114,0.7508429919056425,-13.073705478424216,-120.000000000001
2016-01-28,-70.00000000000028,65.3387394028751,-0.9630730284531097,-5.624333625578288,-70.00000000000028
2016-01-29,449.9999999999993,-408.36712126796755,1.368292252051262,43.00117098408303,449.9999999999993
2016-02-01,-320.0000000000003,343.02838186509246,-22.627441445820295,0.4009404192718762,-320.0000000000003
2016-02-02,-399.9999999999986,359.36306671581303,-0.089245872379351,-40.726179156564896,-399.9999999999986
2016-02-03,19.999999999999574,-65.38834419786969,19.808965592098104,-25.579378605772007,19.999999999999574
2016-02-04,-149.99999999999858,187.99148956887626,-22.249625619561897,15.741863949315785,-149.99999999999858
2016-02-05,449.9999999999993,-400.5036082119509,-1.5455450157588757,47.95084677228954,449.9999999999993
2016-02-08,230.00000000000043,-89.90897327207172,-48.09178481327869,91.99924191465,230.00000000000043
2016-02-09,-160.00000000000014,138.95023142047216,1.6677049014806045,-19.382063678047373,-160.00000000000014
2016-02-10,-350.0000000000014,270.16556593507005,18.165121729504463,-61.66931233542691,-350.0000000000014
2016-02-11,-179.99999999999972,196.48404795277625,-14.87900149579957,1.6050464569769645,-179.99999999999972
2016-02-12,-219.99999999999886,196.4840479527726,0.21351019386983694,-23.302441853356413,-219.99999999999886
2016-02-15,0.0,-0.0,-0.0,0.0,0.0
2016-02-16,-280.00000000000114,286.53923659779963,-15.582307976776733,-9.04307137897824,-280.00000000000114
2016-02-17,170.0000000000017,-155.8012336039009,1.5534176995686266,15.752184095669435,170.0000000000017
2016-02-18,-500.0,451.00357095865877,-1.4426855385210047,-50.439114579862235,-500.0
2016-02-19,-130.00000000000256,393.6031164730105,-124.64607611939016,138.9570403536178,-130.00000000000256
2016-02-22,-429.9999999999997,196.80155823650526,84.22685676132069,-148.97158500217375,-429.9999999999997
2016-02-23,-89.99999999999986,196.80155823650526,-53.686571348471546,53.114986888033854,-89.99999999999986
2016-02-24,220.00000000000242,-73.991764011951,-55.9198928143303,90.08834317372111,220.00000000000242
2016-02-25,-100.00000000000142,205.53267781097665,-54.84290760364274,50.68977020733249,-100.00000000000142
2016-02-26,160.00000000000014,-115.09829957414927,-11.877194292971183,33.024506132879694,160.00000000000014
2016-02-29,230.00000000000043,-205.53267781097665,1.7843997349462626,26.251721923970038,230.00000000000043
2016-03-01,579.9999999999983,-509.7210409712225,0.46458064579724123,70.74353967457301,579.9999999999983
2016-03-02,-209.9999999999973,107.38144638161329,35.14655522004162,-67.4719983983424,-209.9999999999973
2016-03-03,189.99999999999773,-165.2022252024834,-1.2807118486648505,23.517062948849485,189.99999999999773
2016-03-04,199.9999999999993,-173.46233646260663,-1.5192728843782533,25.018390653014407,199.9999999999993
2016-03-07,80.00000000000185,-0.0,-31.38485680659109,48.61514319341076,80.00000000000185
2016-03-08,-89.99999999999986,82.60111260123986,-1.4663366044427306,-8.865224003202727,-89.99999999999986
2016-03-09,309.99999999999875,-273.42197787017363,-0.25879330653388877,36.319228823291226,309.99999999999875
2016-03-10,670.0000000000017,-588.2715281449182,-1.6814273332137475,80.04704452186976,670.0000000000017
2016-03-11,239.99999999999844,-215.42337650377573,1.4119314158591578,25.988554912081867,239.99999999999844
2016-03-14,-39.99999999999915,33.142057923657525,0.9391407284091713,-5.918801347932451,-39.99999999999915
2016-03-15,149.99999999999858,-132.5682316946301,-0.009797245992260173,17.42197105937622,149.99999999999858
2016-03-16,170.0000000000017,-149.51731708406768,-0.47401755026044157,20.00866536567358,170.0000000000017
2016-03-17,429.9999999999997,-398.71284555751873,7.26043824560918,38.54759268809016,429.9999999999997
2016-03-18,-190.00000000000128,166.13035231563282,0.9784985293830317,-22.891149154985428,-190.00000000000128
2016-03-21,-449.9999999999993,398.71284555751873,0.16836323423241595,-51.11879120824817,-449.9999999999993
2016-03-22,320.0000000000003,-315.64766939970417,13.208143107361181,17.560473707657295,320.0000000000003
2016-03-23,-190.00000000000128,166.4272946335351,1.0958344779545826,-22.4768708885116,-190.00000000000128
2016-03-24,320.0000000000003,-282.92640087700784,-0.7548699634671863,36.31872915952526,320.0000000000003
2016-03-28,220.00000000000242,-357.8186834621014,65.65648432362359,-72.16219913847537,220.00000000000242
2016-03-29,349.99999999999784,-299.5691303403632,-5.585674809555741,44.84519485007891,349.99999999999784
2016-03-30,-129.999999999999,8.327309083852539,42.97194199123666,-78.7007489249098,-129.999999999999
2016-03-31,-679.9999999999998,616.2208722051581,-1.6140337632446489,-65.3931615580863,-679.9999999999998
2016-04-01,-30.000000000001137,24.981927251557615,0.8230706020597722,-4.19500214638375,-30.000000000001137
2016-04-04,190.00000000000128,-174.87349076092178,1.5409783231277174,16.667487562207214,190.00000000000128
2016-04-05,-170.0000000000017,149.89156350936418,1.2922582046108744,-18.816178286026656,-170.0000000000017
2016-04-06,-179.99999999999972,158.2123744180767,1.5871819241670693,-20.20044365775594,-179.99999999999972
2016-04-07,550.0000000000007,-491.29105740350724,-1.6332975095867397,57.075645086906704,550.0000000000007
2016-04-08,79.9999999999983,-74.94270367172093,1.1571916744319566,6.214488002709317,79.9999999999983
2016-04-11,-239.99999999999844,216.50114394052798,-0.14065664774420839,-23.639512707214664,-239.99999999999844
2016-04-12,359.99999999999943,-374.7135183586084,20.000843393473744,5.287325034864793,359.99999999999943
2016-04-13,-189.99999999999773,-124.89186070370036,116.53209440255452,-198.35976630114354,-189.99999999999773
2016-04-14,-160.00000000000014,166.52248093826591,-7.929216397599248,-1.4067354593334755,-160.00000000000014
2016-04-15,-270.0000000000031,249.78372140740072,-1.2705194048603374,-21.486797997462745,-270.0000000000031
2016-04-18,460.00000000000085,-474.5890706740606,21.151977083228246,6.562906409168477,460.00000000000085
2016-04-19,589.9999999999999,-599.4809313777536,22.440058528657048,12.95912715090337,589.9999999999999
2016-04-20,0.0,-41.6280823428202,15.635604883209808,-25.99247745961039,0.0
2016-04-21,330.0000000000018,-449.58328930242635,53.85674943974905,-65.72653986267548,330.0000000000018
2016-04-22,489.9999999999984,-499.5369881138091,16.68592944081837,7.1489413270076625,489.9999999999984
2016-04-25,-309.99999999999875,283.07095993115666,1.469915870110583,-25.4591241987315,-309.99999999999875
2016-04-26,149.99999999999858,-141.53547996557833,0.9280983220651962,9.392618356485443,149.99999999999858
2016-04-27,359.99999999999943,-332.74086191358055,-0.17994371492235928,27.079194371496527,359.99999999999943
2016-04-28,-139.99999999999702,133.0963447654322,-1.2517828381017893,-8.155438072666598,-139.99999999999702
2016-04-29,-200.00000000000284,-41.592607739196644,80.89128220411546,-160.70132553508404,-200.00000000000284
2016-05-02,-559.9999999999987,490.7927713225322,11.618294369869275,-57.588934307597285,-559.9999999999987
2016-05-03,-59.99999999999872,-41.59260773920034,35.12987714565874,-66.46273059354031,-59.99999999999872
2016-05-04,459.99999999999727,-174.32641488170427,-91.46492753557922,194.20865758271376,459.99999999999727
2016-05-05,-29.999999999997584,24.903773554530233,1.0512172694223665,-4.045009176044985,-29.999999999997584
2016-05-06,-80.00000000000185,141.12138347566517,-24.255156608097295,36.86622686756603,-80.00000000000185
2016-05-09,-189.99999999999773,174.32641488170427,0.5177426420814868,-15.155842476211973,-189.99999999999773
2016-05-10,199.9999999999993,-91.3138363666047,-34.15952987974258,74.526633753652,199.9999999999993
2016-05-11,-100.00000000000142,-57.99157243645629,54.86508140054802,-103.1264910359097,-100.00000000000142
2016-05-12,-129.999999999999,124.2676552209767,-1.4553599347486568,-7.187704713770955,-129.999999999999
2016-05-13,-379.999999999999,347.9494346187304,1.334160125898265,-30.716405255370333,-379.999999999999
2016-05-16,-360.00000000000296,339.66492427066623,-2.4708422707391264,-22.80591800007585,-360.00000000000296
2016-05-17,-49.99999999999716,173.9747173093652,-48.39794319717683,75.5767741121912,-49.99999999999716
2016-05-18,-410.0000000000001,379.8476848218163,-1.4996807715341731,-31.651995949717985,-410.0000000000001
2016-05-19,789.9999999999991,-586.2866439641059,-52.3175828917708,151.3957731441224,789.9999999999991
2016-05-20,210.00000000000085,-189.92384241090448,-0.5713205697706059,19.504837019325763,210.00000000000085
2016-05-23,-70.00000000000028,-8.257558365694369,27.2429170197519,-51.01464134594275,-70.00000000000028
2016-05-24,-300.0000000000007,156.89360894814166,44.53612791828654,-98.57026313357248,-300.0000000000007
2016-05-25,589.9999999999999,-543.2771169055248,1.0691643474967094,47.79204744197175,589.9999999999999
2016-05-26,79.9999999999983,-74.08324321439274,0.295764989267866,6.212521774873423,79.9999999999983
2016-05-27,420.0000000000017,-74.08324321438909,-114.29989519604078,231.61686158957184,420.0000000000017
2016-05-30,0.0,-0.0,-0.0,0.0,0.0
2016-05-31,59.99999999999872,-246.94414404796484,71.07208320555003,-115.87206084241609,59.99999999999872
2016-06-01,40.0000000000027,-49.22789169194575,4.720004720004667,-4.507886971938383,40.0000000000027
2016-06-02,209.9999999999973,-237.93480984439472,17.05308763356328,-10.881722210834141,209.9999999999973
2016-06-03,-70.00000000000028,65.6371889225919,-0.6805712610464809,-5.043382338454862,-70.00000000000028
2016-06-06,50.00000000000071,-188.70691815245263,51.58599923943008,-87.12091891302184,50.00000000000071
2016-06-07,550.0000000000007,-500.4835655347623,-1.1784488318795638,48.33798563335881,550.0000000000007
2016-06-08,70.00000000000028,-65.39298386420947,0.5328086201004112,5.139824755891226,70.00000000000028
2016-06-09,739.9999999999984,-915.5017740989326,81.53146489398821,-93.970309204946,739.9999999999984
2016-06-10,-410.0000000000001,367.83553423618105,3.3314763491443244,-38.83298941467474,-410.0000000000001
2016-06-13,60.000000000002274,8.174122983025278,-21.6442907629375,46.52983222009006,60.000000000002274
2016-06-14,-379.999999999999,351.48728827012684,-0.7749067959323952,-29.287618525804533,-379.999999999999
2016-06-15,-280.00000000000114,252.29477423873368,1.3735120457010197,-26.331713715566437,-280.00000000000114
2016-06-16,-100.00000000000142,89.52395214922994,0.7023029302661854,-9.773744920505294,-100.00000000000142
2016-06-17,320.0000000000003,-292.9874797611132,0.04122478421564324,27.05374502310272,320.0000000000003
2016-06-20,589.9999999999999,-594.1135006267009,18.44908973141024,14.335589104709229,589.9999999999999
2016-06-21,170.0000000000017,-154.63228098503288,-0.43232891816202823,14.935390096806799,170.0000000000017
2016-06-22,-429.9999999999997,389.21330593265566,1.2678334833946536,-39.518860583949404,-429.9999999999997
2016-06-23,389.99999999999704,-202.7152635065906,-52.52068417264333,134.76405232076314,389.99999999999704
2016-06-24,-239.99999999999844,218.93248458711972,-0.312796628092471,-21.38031204097119,-239.99999999999844
2016-06-27,170.0000000000017,-154.06360026501042,-0.12720701709412197,15.809192717897162,170.0000000000017
2016-06-28,660.0000000000001,-827.0782751068915,75.99009976229709,-91.0881753445943,660.0000000000001
2016-06-29,-160.00000000000014,145.45471584753707,0.21287844233697228,-14.332405710126096,-160.00000000000014
2016-06-30,389.99999999999704,-331.3135194305043,-8.181305299180153,50.50517527031259,389.99999999999704
2016-07-01,410.0000000000001,-371.71760716593445,-0.7512243210427982,37.53116851302286,410.0000000000001
2016-07-04,0.0,-0.0,-0.0,0.0,0.0
2016-07-05,-1359.9999999999995,1284.8499899865942,-15.145265331813818,-90.29527534521915,-1359.9999999999995
2016-07-06,129.999999999999,-120.88234993820076,0.9654747395213548,10.083124801319599,129.999999999999
2016-07-07,-59.99999999999872,56.411763304494166,-0.6568592429854192,-4.245095938489975,-59.99999999999872
2016-07-08,330.0000000000018,-298.1764631808921,-0.5148959001086695,31.308640919001064,330.0000000000018
2016-07-11,-470.0000000000024,427.1176364483053,-0.10387913547127425,-42.98624268716837,-470.0000000000024
2016-07-12,-169.99999999999815,-24.176469987640868,61.425457452614296,-132.75101253502473,-169.99999999999815
