,PnL_Power price,PnL_H,PnL_XPR,PnL_Overall_withhedging,PnL_Overall_nohedging
2016-07-13,29.999999999997584,8.045845449780101,-12.129022180568327,25.91682326920936,29.999999999997584
2016-07-14,10.000000000001563,-8.045845449780101,-0.36707278975356417,1.587081760467898,10.000000000001563
2016-07-15,120.000000000001,-112.64183629693213,1.1057975175905455,8.463961220659414,120.000000000001
2016-07-18,-190.00000000000128,168.96275444539998,1.4685388914479347,-19.568706663153364,-190.00000000000128
2016-07-19,-120.000000000001,112.64183629693213,-1.1066346884671674,-8.464798391536036,-120.000000000001
2016-07-20,-489.9999999999984,441.9545499937822,1.499371069181521,-46.546078937034665,-489.9999999999984
2016-07-21,79.9999999999983,-144.63967090705393,25.072605790645852,-39.56706511640978,79.9999999999983
2016-07-22,550.0000000000007,-498.20331090208253,-1.42455586864898,50.37213322926917,550.0000000000007
2016-07-25,-99.99999999999787,88.39090999875715,1.00617675301784,-10.602913248222876,-99.99999999999787
2016-07-26,-150.00000000000213,152.6752081796708,-5.40383297422764,-2.728624794558982,-150.00000000000213
2016-07-27,-99.99999999999787,88.26858680965489,1.0004280438398183,-10.730985146503158,-99.99999999999787
2016-07-28,1079.9999999999982,-987.0032888716229,0.8105716231856519,93.80728275156095,1079.9999999999982
2016-07-29,289.99999999999915,-264.8057604289718,0.13378735507885153,25.32802692610622,289.99999999999915
2016-08-01,-709.9999999999973,649.9777755983866,-0.8945941220890319,-60.91681852369966,-709.9999999999973
2016-08-02,-280.00000000000114,320.9766793078457,-22.53328431883972,18.443394989004844,-280.00000000000114
2016-08-03,679.9999999999998,-616.895748097365,-0.1536270682880314,62.95062483434678,679.9999999999998
2016-08-04,-80.00000000000185,72.10469782956135,0.176591085683242,-7.71871108475726,-80.00000000000185
2016-08-05,-439.9999999999977,400.58165460867735,-0.38249508394017084,-39.80084047526054,-439.9999999999977
2016-08-08,-230.00000000000043,208.30246039651493,0.17242308104137294,-21.525116522444122,-230.00000000000043
2016-08-09,-589.9999999999999,745.0818775721423,-74.47005872512236,80.61181884702003,-589.9999999999999
2016-08-10,-379.999999999999,311.851264108818,10.764202447623106,-57.384533443557885,-379.999999999999
2016-08-11,-70.00000000000028,63.96949007360424,-0.36322690784906797,-6.393736834245111,-70.00000000000028
2016-08-12,119.99999999999744,-103.950421369606,-1.4505366985773094,14.599041931814128,119.99999999999744
2016-08-15,30.000000000001137,-71.96567633280388,16.27499343647365,-25.690682896329093,30.000000000001137
2016-08-16,170.0000000000017,-151.92753892481096,-0.4504449512072739,17.62201612398347,170.0000000000017
2016-08-17,-80.00000000000185,71.85821633991064,0.041961111282518004,-8.099822548808689,-80.00000000000185
2016-08-18,240.000000000002,-215.57464901973194,-0.12515474863228349,24.30019623163777,240.000000000002
2016-08-19,-780.0000000000011,702.6136708791349,-0.3192025893721251,-77.70553171023833,-780.0000000000011
2016-08-22,210.00000000000085,-191.62191023976408,0.9842464083700264,19.362336168606802,210.00000000000085
2016-08-23,730.0000000000005,-654.7081933191957,-0.7472799848198264,74.54452669598489,730.0000000000005
2016-08-24,410.0000000000001,-366.7931071079686,-0.5559879906584797,42.65090490137305,410.0000000000001
2016-08-25,-120.000000000001,-303.0030015239773,142.35958256726278,-280.64341895671544,-120.000000000001
2016-08-26,140.00000000000057,-127.58021116798969,-0.08487379266952644,12.334915039341354,140.00000000000057
2016-08-29,-120.000000000001,111.63268477199274,-0.7036285643131635,-9.070943792321415,-120.000000000001
2016-08-30,-500.0,454.50450228596236,0.6908719553102571,-44.80462575872738,-500.0
2016-08-31,399.9999999999986,-366.2399836309064,0.5360036733055296,34.2960200423977,399.9999999999986
2016-09-01,-789.9999999999991,716.5564897126447,1.310809343031849,-72.1327009443225,-789.9999999999991
2016-09-02,-100.00000000000142,95.54086529501953,-1.5393519369766295,-5.998486641958522,-100.00000000000142
2016-09-05,0.0,-0.0,-0.0,0.0,0.0
2016-09-06,-369.99999999999744,334.3930285325666,1.0552438609519044,-34.55172760647896,-369.99999999999744
2016-09-07,-109.99999999999943,103.33836150457434,-1.1526432341675275,-7.814281729592622,-109.99999999999943
2016-09-08,859.9999999999994,-779.0122636498498,-1.3324110876649087,79.65532526248468,859.9999999999994
2016-09-09,-220.00000000000242,198.7276182780216,0.5282406852220589,-20.744141036758762,-220.00000000000242
2016-09-12,520.0000000000032,-476.94628386725043,1.262694899526906,44.31641103227966,520.0000000000032
2016-09-13,-130.00000000000256,23.84731419336005,32.683590280360164,-73.46909552628235,-130.00000000000256
2016-09-14,80.00000000000185,23.80425983932972,-33.43802915182614,70.36623068750542,80.00000000000185
2016-09-15,149.99999999999858,-142.82555903597128,2.254805238852242,9.42924620287954,149.99999999999858
2016-09-16,170.0000000000017,-158.6950655955256,1.437591966114482,12.742526370590596,170.0000000000017
2016-09-19,-120.000000000001,111.08654591686616,-0.6916325225869713,-9.605086605721809,-120.000000000001
2016-09-20,699.9999999999993,-745.8668082989685,36.653171220702774,-9.21363707826643,699.9999999999993
2016-09-21,260.0000000000016,-237.7248167956309,0.24155007072224066,22.516733275092946,260.0000000000016
2016-09-22,-460.00000000000085,419.9805096722808,-0.22574345150516706,-40.24523377922523,-460.00000000000085
2016-09-23,-230.00000000000043,380.3597068730031,-58.162342154677305,92.19736471832539,-230.00000000000043
2016-09-26,260.0000000000016,-237.72481679562736,0.7835642618232441,23.058747466197474,260.0000000000016
2016-09-27,-70.00000000000028,63.39328447883444,-0.001898163526803387,-6.608613684692649,-70.00000000000028
2016-09-28,-380.00000000000256,340.2347499055439,1.161876041230414,-38.603374053228265,-380.00000000000256
2016-09-29,-329.9999999999983,300.67256968396646,-0.7861915880678083,-30.113621904099645,-329.9999999999983
2016-09-30,-250.0,229.46064528513276,-1.200979530620927,-21.74033424548817,-250.0
2016-10-03,379.999999999999,-300.67256968396646,-14.965090185366847,64.36234013066567,379.999999999999
2016-10-04,140.00000000000057,-102.8616685760935,-8.179296360495414,28.959035063411648,140.00000000000057
2016-10-05,679.9999999999998,-608.864806999791,-1.3328090758228939,69.80238392438591,679.9999999999998
2016-10-06,190.00000000000128,-173.96137342851372,0.9365081145347176,16.975134686022272,190.00000000000128
2016-10-07,960.0000000000009,-861.8995319867175,-1.035109066531703,97.06535894675167,960.0000000000009
2016-10-10,250.0,-498.1621148180124,87.69509261632535,-160.46702220168706,250.0
2016-10-11,-220.00000000000242,197.68337889603896,0.8130859728225914,-21.503535131140865,-220.00000000000242
2016-10-12,-239.99999999999844,150.13658463463747,21.97489243463302,-67.88852293072794,-239.99999999999844
2016-10-13,1039.999999999999,-964.0349118645295,4.873747521612515,80.83883565708213,1039.999999999999
2016-10-14,-250.0,229.15583970550244,-0.33218574339599627,-21.176346037893552,-250.0
2016-10-17,-190.00000000000128,173.84236115590082,-0.15663514254526945,-16.31427398664573,-190.00000000000128
2016-10-18,30.000000000001137,-189.64621217007172,50.74787485026633,-108.89833731980426,30.000000000001137
2016-10-19,-559.9999999999987,560.1804180107758,-14.953261710328292,-14.772843699551203,-559.9999999999987
2016-10-20,0.0,-0.0,-0.0,0.0,0.0
2016-10-21,-630.0000000000025,575.9601480955882,0.10050535130545768,-53.939346553108805,-630.0000000000025
2016-10-24,-359.99999999999943,331.37433178102566,-0.6830920115099559,-29.308760230483728,-359.99999999999943
2016-10-25,-1160.0000000000002,1341.2770572089046,-97.3120588744365,83.96499833446785,-1160.0000000000002
2016-10-26,-919.9999999999982,889.9240701718356,-21.655033218399566,-51.73096304656211,-919.9999999999982
2016-10-27,370.000000000001,-252.0138959778652,-29.386604552412265,88.59949946972357,370.000000000001
2016-10-28,319.9999999999967,-291.3910672244058,1.4990331865796236,30.10796596217054,319.9999999999967
2016-10-31,-689.9999999999977,622.1593056953556,-1.0121619075906807,-68.85285621223285,-689.9999999999977
2016-11-01,-900.0000000000022,976.5538469142241,-64.77288721728414,11.7809596969378,-900.0000000000022
2016-11-02,-539.9999999999991,865.3502573388057,-154.82109956773195,170.52915777107467,-539.9999999999991
2016-11-03,-379.999999999999,180.93687198902,62.530978982410446,-136.53214902856854,-379.999999999999
2016-11-04,-19.999999999999574,15.733641042525454,0.7726620674990414,-3.4936968899750784,-19.999999999999574
2016-11-07,439.9999999999977,-385.47420554183,-0.8585869993762429,53.66720745879151,439.9999999999977
2016-11-08,-1389.999999999997,1439.6281553909166,-92.81912483168142,-43.19096944076185,-1389.999999999997
2016-11-09,379.999999999999,-448.8094806768906,49.94938420984951,-18.860096467042098,379.999999999999
2016-11-10,-519.9999999999995,456.6833312150808,-0.1864385713155059,-63.50310735623427,-519.9999999999995
2016-11-11,-120.000000000001,102.36005699648314,1.2737175492176789,-16.366225454300178,-120.000000000001
2016-11-14,1170.0000000000018,-1023.6005699648384,-1.2820101474648737,145.11741988769853,1170.0000000000018
2016-11-15,-560.0000000000023,314.95402152764314,74.20934032725235,-170.8366381451068,-560.0000000000023
2016-11-16,490.000000000002,-433.80936010593456,-0.18163179069397017,56.00900810337346,490.000000000002
2016-11-17,-839.9999999999999,481.13401757203854,109.91164343847082,-248.9543389894905,-839.9999999999999
2016-11-18,1139.999999999997,-1104.2420075423856,31.879222796572293,67.6372152541837,1139.999999999997
2016-11-21,940.0000000000013,-843.9563914788241,-0.9681823330556227,95.07542618812151,940.0000000000013
2016-11-22,280.00000000000114,-252.3981731525453,0.1000352396864912,27.70186208714233,280.00000000000114
2016-11-23,-120.000000000001,-347.26345071650746,167.02107334467087,-300.2423773718376,-120.000000000001
2016-11-24,0.0,-0.0,-0.0,0.0,0.0
2016-11-25,510.0000000000016,-465.6487180062315,-0.9919434056655518,43.35933858810455,510.0000000000016
2016-11-28,1259.999999999998,-1160.1756194392535,0.9898984225831242,100.81427898332755,1259.999999999998
